product_id,views,purchases,cart,price,demand,conversion_rate,cart_ratio,log_demand,price_factor,target
1000978,80,1,5,309.0811627906977,86,0.012345679012345678,0.06172839506172839,4.465908118654584,1.0246913580246915,0.7054172731517597
1001588,16,0,1,127.74058823529413,17,0.0,0.058823529411764705,2.8903717578961645,1.0176470588235293,0.7019320101156781
1001618,15,5,3,501.66,23,0.3125,0.1875,3.1780538303479458,1.2125,0.7941230978999475
1002062,33,0,3,110.16305555555556,36,0.0,0.08823529411764706,3.6109179126442243,1.026470588235294,0.7062956534034515
1002098,67,4,4,389.1152,75,0.058823529411764705,0.058823529411764705,4.330733340286331,1.0470588235294116,0.7164040427242125
1002099,35,0,0,414.53,35,0.0,0.0,3.58351893845611,1.0,0.6931471805599453
1002100,73,11,13,380.95690721649487,97,0.14864864864864866,0.17567567567567569,4.584967478670572,1.127027027027027,0.7547252427791331
1002101,224,32,28,379.85591549295776,284,0.14222222222222222,0.12444444444444444,5.652489180268651,1.1084444444444443,0.7459504454790955
1002102,3,0,0,370.41,3,0.0,0.0,1.3862943611198906,1.0,0.6931471805599453
1002103,7,1,0,370.41,8,0.125,0.0,2.1972245773362196,1.0625,0.723918839226699
1002225,6,1,0,86.04857142857144,7,0.14285714285714285,0.0,2.0794415416798357,1.0714285714285714,0.7282385003712154
1002328,1,0,0,25.71,1,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453
1002367,10,0,0,204.94299999999998,10,0.0,0.0,2.3978952727983707,1.0,0.6931471805599453
1002396,4,0,0,275.0325,4,0.0,0.0,1.6094379124341003,1.0,0.6931471805599453
1002398,13,1,0,251.8957142857143,14,0.07142857142857142,0.0,2.70805020110221,1.0357142857142858,0.7108467576593462
1002482,34,3,9,128.83217391304348,46,0.08571428571428572,0.2571428571428571,3.8501476017100584,1.12,0.7514160886839212
1002484,14,0,0,179.22142857142856,14,0.0,0.0,2.70805020110221,1.0,0.6931471805599453
1002494,19,0,0,306.65,19,0.0,0.0,2.995732273553991,1.0,0.6931471805599453
1002524,1276,1158,1066,550.9839057142857,3500,0.9068128425998434,0.8347689898198903,8.160803920954665,1.5,0.9162907318741551
1002525,155,87,109,720.4258404558404,351,0.5576923076923077,0.6987179487179487,5.863631175598097,1.4884615384615383,0.9116646634853728
1002527,7,5,0,720.4408333333332,12,0.625,0.0,2.5649493574615367,1.3125,0.8383291904044432
1002528,302,163,138,573.7754228855722,603,0.5379537953795379,0.45544554455445546,6.403574197934815,1.4056105610561058,0.8778037428787983
1002531,157,65,61,722.4010600706714,283,0.41139240506329117,0.3860759493670886,5.648974238161206,1.321518987341772,0.842221707355343
1002532,388,276,247,593.9034796926454,911,0.7095115681233933,0.6349614395886889,6.815639990074331,1.5,0.9162907318741551
1002535,87,36,30,622.3692156862745,153,0.4090909090909091,0.3409090909090909,5.0369526024136295,1.3068181818181819,0.8358691645635808
1002536,235,68,62,589.1707397260274,365,0.288135593220339,0.2627118644067797,5.902633333401366,1.2228813559322034,0.7988042624071632
1002538,74,37,28,591.6264748201439,139,0.49333333333333335,0.37333333333333335,4.941642422609304,1.3586666666666667,0.8580964876294291
1002540,244,174,131,479.6812386156648,549,0.710204081632653,0.5346938775510204,6.309918278226516,1.5,0.9162907318741551
1002542,116,68,49,494.79394849785405,233,0.5811965811965812,0.4188034188034188,5.455321115357702,1.4162393162393163,0.8822123299017886
1002544,2301,2357,1641,477.3385981901889,6299,1.023892267593397,0.712858384013901,8.748304912379623,1.5,0.9162907318741551
